artist;album;album_release_date;album_ranking;n_tracks;track;track_duration (s);lyrics
Nirvana;Nevermind;1991;6;43;Aneurysm - Live At The Paramount;281;data/lyrics/Nirvana-aneurysm.txt
Nirvana;Nevermind;1991;6;43;Drain You - Live At The Paramount/1991;227;data/lyrics/Nirvana-drain-you.txt
Nirvana;Nevermind;1991;6;43;Breed - Live At The Paramount;184;data/lyrics/Nirvana-breed.txt
Fleetwood Mac;Rumours;1977;7;11;Second Hand News - 2004 Remaster;176;data/lyrics/Fleetwood-mac-second-hand-news.txt
Fleetwood Mac;Rumours;1977;7;11;Dreams - 2004 Remaster;258;data/lyrics/Fleetwood-mac-dreams.txt
Fleetwood Mac;Rumours;1977;7;11;Never Going Back Again - 2004 Remaster;134;data/lyrics/Fleetwood-mac-never-going-back-again.txt
Fleetwood Mac;Rumours;1977;7;11;Don't Stop - 2004 Remaster;193;data/lyrics/Fleetwood-mac-dont-stop.txt
Fleetwood Mac;Rumours;1977;7;11;Go Your Own Way - 2004 Remaster;224;data/lyrics/Fleetwood-mac-go-your-own-way.txt
Fleetwood Mac;Rumours;1977;7;11;Songbird - 2004 Remaster;201;data/lyrics/Fleetwood-mac-songbird.txt
Fleetwood Mac;Rumours;1977;7;11;The Chain - 2004 Remaster;270;data/lyrics/Fleetwood-mac-the-chain.txt
Fleetwood Mac;Rumours;1977;7;11;You Make Loving Fun - 2004 Remaster;214;data/lyrics/Fleetwood-mac-you-make-loving-fun.txt
Fleetwood Mac;Rumours;1977;7;11;I Don't Want to Know - 2004 Remaster;197;data/lyrics/Fleetwood-mac-i-dont-want-to-know.txt
Fleetwood Mac;Rumours;1977;7;11;Oh Daddy - 2004 Remaster;236;data/lyrics/Fleetwood-mac-oh-daddy.txt
Fleetwood Mac;Rumours;1977;7;11;Gold Dust Woman - 2004 Remaster;296;data/lyrics/Fleetwood-mac-gold-dust-woman.txt
Prince;Purple Rain;1984;8;9;Let's Go Crazy;280;data/lyrics/Prince-lets-go-crazy.txt
Prince;Purple Rain;1984;8;9;Take Me with U;234;data/lyrics/Prince-take-me-with-u.txt
Prince;Purple Rain;1984;8;9;The Beautiful Ones;314;data/lyrics/Prince-the-beautiful-ones.txt
Prince;Purple Rain;1984;8;9;Computer Blue;240;data/lyrics/Prince-computer-blue.txt
Prince;Purple Rain;1984;8;9;Darling Nikki;254;data/lyrics/Prince-darling-nikki.txt
Prince;Purple Rain;1984;8;9;When Doves Cry;353;data/lyrics/Prince-when-doves-cry.txt
Prince;Purple Rain;1984;8;9;I Would Die 4 U;179;data/lyrics/Prince-i-would-die-4-u.txt
Prince;Purple Rain;1984;8;9;Baby I'm a Star;264;data/lyrics/Prince-baby-im-a-star.txt
Prince;Purple Rain;1984;8;9;Purple Rain;521;data/lyrics/Prince-purple-rain.txt
Bob Dylan;Blood on the Tracks;1975;9;10;Tangled up in Blue;342;data/lyrics/Bob-dylan-tangled-up-in-blue.txt
Bob Dylan;Blood on the Tracks;1975;9;10;Simple Twist of Fate;257;data/lyrics/Bob-dylan-simple-twist-of-fate.txt
Bob Dylan;Blood on the Tracks;1975;9;10;You're a Big Girl Now;272;data/lyrics/Bob-dylan-youre-a-big-girl-now.txt
Bob Dylan;Blood on the Tracks;1975;9;10;Idiot Wind;467;data/lyrics/Bob-dylan-idiot-wind.txt
Bob Dylan;Blood on the Tracks;1975;9;10;You're Gonna Make Me Lonesome When You Go;175;data/lyrics/Bob-dylan-youre-gonna-make-me-lonesome-when-you-go.txt
Bob Dylan;Blood on the Tracks;1975;9;10;Meet Me in the Morning;259;data/lyrics/Bob-dylan-meet-me-in-the-morning.txt
Bob Dylan;Blood on the Tracks;1975;9;10;Lily, Rosemary and the Jack of Hearts;531;data/lyrics/Bob-dylan-lily-rosemary-and-the-jack-of-hearts.txt
Bob Dylan;Blood on the Tracks;1975;9;10;If You See Her, Say Hello;288;data/lyrics/Bob-dylan-if-you-see-her-say-hello.txt
Bob Dylan;Blood on the Tracks;1975;9;10;Shelter from the Storm;301;data/lyrics/Bob-dylan-shelter-from-the-storm.txt
Bob Dylan;Blood on the Tracks;1975;9;10;Buckets of Rain;204;data/lyrics/Bob-dylan-buckets-of-rain.txt
Lauryn Hill;The Miseducation of Lauryn Hill;1998;10;16;Intro;47;data/lyrics/Lauryn-hill-intro.txt
Lauryn Hill;The Miseducation of Lauryn Hill;1998;10;16;Lost Ones;334;data/lyrics/Lauryn-hill-lost-ones.txt
Lauryn Hill;The Miseducation of Lauryn Hill;1998;10;16;Ex-Factor;327;data/lyrics/Lauryn-hill-ex-factor.txt
Lauryn Hill;The Miseducation of Lauryn Hill;1998;10;16;To Zion (feat. Carlos Santana);369;data/lyrics/Lauryn-hill-to-zion.txt
Lauryn Hill;The Miseducation of Lauryn Hill;1998;10;16;Doo Wop (That Thing);320;data/lyrics/Lauryn-hill-doo-wop-that-thing.txt
Lauryn Hill;The Miseducation of Lauryn Hill;1998;10;16;Superstar;297;data/lyrics/Lauryn-hill-superstar.txt
Lauryn Hill;The Miseducation of Lauryn Hill;1998;10;16;Final Hour;256;data/lyrics/Lauryn-hill-final-hour.txt
Lauryn Hill;The Miseducation of Lauryn Hill;1998;10;16;When It Hurts so Bad;342;data/lyrics/Lauryn-hill-when-it-hurts-so-bad.txt
Lauryn Hill;The Miseducation of Lauryn Hill;1998;10;16;I Used to Love Him (feat. Mary J. Blige);340;data/lyrics/Lauryn-hill-i-used-to-love-him.txt
Lauryn Hill;The Miseducation of Lauryn Hill;1998;10;16;Forgive Them Father;315;data/lyrics/Lauryn-hill-forgive-them-father.txt
Lauryn Hill;The Miseducation of Lauryn Hill;1998;10;16;Every Ghetto, Every City;315;data/lyrics/Lauryn-hill-every-ghetto-every-city.txt
Lauryn Hill;The Miseducation of Lauryn Hill;1998;10;16;Nothing Even Matters (feat. D'Angelo);351;data/lyrics/Lauryn-hill-nothing-even-matters-feat-dangelo.txt
Lauryn Hill;The Miseducation of Lauryn Hill;1998;10;16;Everything Is Everything;293;data/lyrics/Lauryn-hill-everything-is-everything.txt
Lauryn Hill;The Miseducation of Lauryn Hill;1998;10;16;The Miseducation of Lauryn Hill;235;data/lyrics/Lauryn-hill-the-miseducation-of-lauryn-hill.txt
Lauryn Hill;The Miseducation of Lauryn Hill;1998;10;16;Can't Take My Eyes Off of You - (I Love You Baby);221;data/lyrics/Lauryn-hill-cant-take-my-eyes-off-of-you.txt
Lauryn Hill;The Miseducation of Lauryn Hill;1998;10;16;Tell Him;281;data/lyrics/Lauryn-hill-tell-him.txt
The Beatles;Revolver;1966;11;14;Taxman;211;data/lyrics/The-beatles-taxman.txt
The Beatles;Revolver;1966;11;14;Eleanor Rigby;179;data/lyrics/The-beatles-eleanor-rigby.txt
The Beatles;Revolver;1966;11;14;I'm Only Sleeping;173;data/lyrics/The-beatles-im-only-sleeping.txt
The Beatles;Revolver;1966;11;14;Love You To;314;data/lyrics/The-beatles-love-you-to.txt
The Beatles;Revolver;1966;11;14;Here, There and Everywhere;165;data/lyrics/The-beatles-here-there-and-everywhere.txt
The Beatles;Revolver;1966;11;14;Yellow Submarine;328;data/lyrics/The-beatles-yellow-submarine.txt
The Beatles;Revolver;1966;11;14;She Said She Said;203;data/lyrics/The-beatles-she-said-she-said.txt
The Beatles;Revolver;1966;11;14;Good Day Sunshine;234;data/lyrics/The-beatles-good-day-sunshine.txt
The Beatles;Revolver;1966;11;14;And Your Bird Can Sing;156;data/lyrics/The-beatles-and-your-bird-can-sing.txt
The Beatles;Revolver;1966;11;14;For No One;157;data/lyrics/The-beatles-for-no-one.txt
The Beatles;Revolver;1966;11;14;Doctor Robert;152;data/lyrics/The-beatles-doctor-robert.txt
The Beatles;Revolver;1966;11;14;I Want to Tell You;136;data/lyrics/The-beatles-i-want-to-tell-you.txt
The Beatles;Revolver;1966;11;14;Got to Get You into My Life;207;data/lyrics/The-beatles-got-to-get-you-into-my-life.txt
The Beatles;Revolver;1966;11;14;Tomorrow Never Knows;241;data/lyrics/The-beatles-tomorrow-never-knows.txt
Michael Jackson;Thriller;1982;12;9;Wanna Be Startin' Somethin';363;data/lyrics/Michael-jackson-wanna-be-startin-somethin.txt
Michael Jackson;Thriller;1982;12;9;Baby Be Mine;261;data/lyrics/Michael-jackson-baby-be-mine.txt
Michael Jackson;Thriller;1982;12;9;The Girl Is Mine (with Paul McCartney);222;data/lyrics/Michael-jackson-the-girl-is-mine.txt
Michael Jackson;Thriller;1982;12;9;Thriller;358;data/lyrics/Michael-jackson-thriller.txt
Michael Jackson;Thriller;1982;12;9;Beat It;258;data/lyrics/Michael-jackson-beat-it.txt
Michael Jackson;Thriller;1982;12;9;Billie Jean;294;data/lyrics/Michael-jackson-billie-jean.txt
Michael Jackson;Thriller;1982;12;9;Human Nature;246;data/lyrics/Michael-jackson-human-nature.txt
Michael Jackson;Thriller;1982;12;9;P.Y.T. (Pretty Young Thing);239;data/lyrics/Michael-jackson-pyt-pretty-young-thing.txt
Michael Jackson;Thriller;1982;12;9;The Lady in My Life;300;data/lyrics/Michael-jackson-the-lady-in-my-life.txt
Aretha Franklin;I Never Loved a Man the Way I Love You;1967;13;14;Respect;148;data/lyrics/Aretha-franklin-respect.txt
Aretha Franklin;I Never Loved a Man the Way I Love You;1967;13;14;Drown in My Own Tears;248;data/lyrics/Aretha-franklin-drown-in-my-own-tears.txt
Aretha Franklin;I Never Loved a Man the Way I Love You;1967;13;14;I Never Loved a Man (The Way I Love You);172;data/lyrics/Aretha-franklin-i-never-loved-a-man-the-way-i-love-you.txt
Aretha Franklin;I Never Loved a Man the Way I Love You;1967;13;14;Soul Serenade;159;data/lyrics/Aretha-franklin-soul-serenade.txt
Aretha Franklin;I Never Loved a Man the Way I Love You;1967;13;14;Don't Let Me Lose This Dream;144;data/lyrics/Aretha-franklin-dont-let-me-lose-this-dream.txt
Aretha Franklin;I Never Loved a Man the Way I Love You;1967;13;14;Baby, Baby, Baby;175;data/lyrics/Aretha-franklin-baby-baby-baby.txt
Aretha Franklin;I Never Loved a Man the Way I Love You;1967;13;14;Dr. Feelgood (Love Is a Serious Business);203;data/lyrics/Aretha-franklin-dr-feelgood-love-is-a-serious-business.txt
Aretha Franklin;I Never Loved a Man the Way I Love You;1967;13;14;Good Times;130;data/lyrics/Aretha-franklin-good-times.txt
Aretha Franklin;I Never Loved a Man the Way I Love You;1967;13;14;Do Right Woman, Do Right Man;197;data/lyrics/Aretha-franklin-do-right-woman-do-right-man.txt
Aretha Franklin;I Never Loved a Man the Way I Love You;1967;13;14;Save Me;142;data/lyrics/Aretha-franklin-save-me.txt
Aretha Franklin;I Never Loved a Man the Way I Love You;1967;13;14;A Change Is Gonna Come;260;data/lyrics/Aretha-franklin-a-change-is-gonna-come.txt
Aretha Franklin;I Never Loved a Man the Way I Love You;1967;13;14;Respect;149;data/lyrics/Aretha-franklin-respect.txt
Aretha Franklin;I Never Loved a Man the Way I Love You;1967;13;14;I Never Loved a Man (The Way I Love You) - Stereo;166;data/lyrics/Aretha-franklin-i-never-loved-a-man.txt
Aretha Franklin;I Never Loved a Man the Way I Love You;1967;13;14;Do Right Woman, Do Right Man;195;data/lyrics/Aretha-franklin-do-right-woman-do-right-man.txt
The Rolling Stones;Exile on Main St.;1972;14;25;(I Can't Get No) Satisfaction - (Original Single Mono Version);223;./data/lyrics/The-rolling-stones-i-cant-get-no-satisfaction---original-single-mono-version.txt
The Rolling Stones;Exile on Main St.;1972;14;25;The Under Assistant West Coast Promotion Man - (Original Single Mono Version);188;data/lyrics/The-rolling-stones-the-under-assistant-west-coast-promotion-man.txt
The Rolling Stones;Exile on Main St.;1972;14;25;The Spider And The Fly - Remastered 2002;218;data/lyrics/The-rolling-stones-the-spider-and-the-fly.txt
The Rolling Stones;Exile on Main St.;1972;14;25;Get Off Of My Cloud - (Original Single Mono Version);174;data/lyrics/The-rolling-stones-get-off-of-my-cloud.txt
The Rolling Stones;Exile on Main St.;1972;14;25;I'm Free - (Original Single Mono Version);144;data/lyrics/The-rolling-stones-im-free.txt
The Rolling Stones;Exile on Main St.;1972;14;25;The Singer Not The Song - (Original Single Mono Version);142;data/lyrics/The-rolling-stones-the-singer-not-the-song.txt
The Rolling Stones;Exile on Main St.;1972;14;25;As Tears Go By - (Original Single Mono Version);165;data/lyrics/The-rolling-stones-as-tears-go-by.txt
The Rolling Stones;Exile on Main St.;1972;14;25;Gotta Get Away - (Original Single Mono Version);127;data/lyrics/The-rolling-stones-gotta-get-away.txt
The Rolling Stones;Exile on Main St.;1972;14;25;19th Nervous Breakdown - (Original Single Mono Version);236;data/lyrics/The-rolling-stones-19th-nervous-breakdown.txt
The Rolling Stones;Exile on Main St.;1972;14;25;Sad Day - (Original Single Mono Version);181;data/lyrics/The-rolling-stones-sad-day.txt
The Rolling Stones;Exile on Main St.;1972;14;25;Paint It, Black - (Original Single Mono Version);224;data/lyrics/The-rolling-stones-paint-it-black.txt
The Rolling Stones;Exile on Main St.;1972;14;25;Stupid Girl - (Original Single Mono Version);175;data/lyrics/The-rolling-stones-stupid-girl.txt
The Rolling Stones;Exile on Main St.;1972;14;25;Long Long While - (Original Single Mono Version);181;data/lyrics/The-rolling-stones-long-long-while.txt
The Rolling Stones;Exile on Main St.;1972;14;25;Mother's Little Helper - (Original Single Mono Version);165;data/lyrics/The-rolling-stones-mothers-little-helper.txt
The Rolling Stones;Exile on Main St.;1972;14;25;Lady Jane - (Original Single Mono Version);190;data/lyrics/The-rolling-stones-lady-jane.txt
The Rolling Stones;Exile on Main St.;1972;14;25;Have You Seen Your Mother, Baby, Standing In The Shadow? - (Original Single Mono Version);154;data/lyrics/The-rolling-stones-have-you-seen-your-mother-baby-standing-in-the-shadow.txt
The Rolling Stones;Exile on Main St.;1972;14;25;Who's Driving Your Plane? - (Original Single Mono Version);194;data/lyrics/The-rolling-stones-whos-driving-your-plane.txt
The Rolling Stones;Exile on Main St.;1972;14;25;Let's Spend The Night Together - (Original Single Mono Version);206;data/lyrics/The-rolling-stones-lets-spend-the-night-together.txt
The Rolling Stones;Exile on Main St.;1972;14;25;Ruby Tuesday - (Original Single Mono Version);193;data/lyrics/The-rolling-stones-ruby-tuesday.txt
The Rolling Stones;Exile on Main St.;1972;14;25;We Love You - (Original Single Mono Version);276;data/lyrics/The-rolling-stones-we-love-you.txt
The Rolling Stones;Exile on Main St.;1972;14;25;Dandelion - (Original Single Mono Version);228;data/lyrics/The-rolling-stones-dandelion.txt
The Rolling Stones;Exile on Main St.;1972;14;25;She's A Rainbow - (Original Single Mono Version);251;data/lyrics/The-rolling-stones-shes-a-rainbow.txt
The Rolling Stones;Exile on Main St.;1972;14;25;2000 Light Years From Home - (Original Single Mono Version);285;data/lyrics/The-rolling-stones-2000-light-years-from-home.txt
The Rolling Stones;Exile on Main St.;1972;14;25;In Another Land - (Original Single Mono Version);172;data/lyrics/The-rolling-stones-in-another-land.txt
The Rolling Stones;Exile on Main St.;1972;14;25;The Lantern - (Original Single Mono Version);266;data/lyrics/The-rolling-stones-the-lantern.txt
Public Enemy;It Takes a Nation of Millions to Hold Us Back;1988;15;16;Countdown To Armageddon;101;data/lyrics/Public-enemy-countdown-to-armageddon.txt
Public Enemy;It Takes a Nation of Millions to Hold Us Back;1988;15;16;Bring The Noise;226;data/lyrics/Public-enemy-bring-the-noise.txt
